Date,crowd_level,crowd_status,User_satisfaction,Original_row_index
2020-07-06,0.06,Empty,5.0,456
2020-07-05,0.14,Empty,5.0,459
2020-07-05,0.14,Empty,5.0,459
2020-07-04,0.32,Quiet,3.0,461
2020-07-03,0.42,Quiet,3.0,462
2020-06-29,0.05,Empty,5.0,463
2020-06-28,0.17,Empty,5.0,464
2020-06-28,0.17,Empty,5.0,464
2020-06-27,0.35,Quiet,5.0,466
2020-06-27,0.35,Quiet,5.0,466
2020-06-27,0.35,Quiet,5.0,466
2020-06-27,0.35,Quiet,5.0,466
2020-06-27,0.35,Quiet,3.0,466
2020-06-26,0.18,Empty,5.0,471
2020-06-25,0.13,Empty,5.0,472
2020-06-25,0.13,Empty,5.0,472
2020-06-25,0.13,Empty,5.0,472
2020-06-22,0.14,Empty,5.0,475
2020-06-21,0.07,Empty,3.0,476
2020-06-20,0.21,Empty,5.0,477
2020-06-16,0.15,Empty,5.0,478
2020-06-15,0.11,Empty,1.0,479
2020-06-12,0.17,Empty,5.0,480
2020-06-11,0.08,Empty,5.0,481
2020-06-11,0.08,Empty,5.0,481
2020-06-11,0.08,Empty,5.0,481
2020-06-11,0.08,Empty,5.0,481
2020-06-07,0.13,Empty,5.0,485
2020-06-06,0.26,Quiet,1.0,486
2020-06-05,0.09,Empty,5.0,487
2020-03-15,0.0,Empty,4.0,534
2020-03-15,0.0,Empty,5.0,534
2020-03-15,0.0,Empty,5.0,534
2020-03-15,0.0,Empty,3.0,534
2020-03-15,0.0,Empty,1.0,534
2020-03-14,0.04,Empty,5.0,539
2020-03-14,0.04,Empty,2.0,539
2020-03-14,0.04,Empty,5.0,539
2020-03-12,0.11,Empty,5.0,542
2020-03-12,0.11,Empty,5.0,542
2020-03-12,0.11,Empty,4.0,542
2020-03-12,0.11,Empty,5.0,542
2020-03-12,0.11,Empty,1.0,542
2020-03-11,0.06,Empty,5.0,547
2020-03-11,0.06,Empty,5.0,547
2020-03-11,0.06,Empty,5.0,547
2020-03-11,0.06,Empty,3.0,547
2020-03-10,0.15,Empty,4.0,551
2020-03-10,0.15,Empty,5.0,551
2020-03-10,0.15,Empty,3.0,551
2020-03-10,0.15,Empty,5.0,551
2020-03-09,0.3,Quiet,3.0,555
2020-03-09,0.3,Quiet,5.0,555
2020-03-09,0.3,Quiet,4.0,555
2020-03-08,0.16,Empty,5.0,558
2020-03-08,0.16,Empty,5.0,558
2020-03-08,0.16,Empty,4.0,558
2020-03-08,0.16,Empty,5.0,558
2020-03-08,0.16,Empty,5.0,558
2020-03-08,0.16,Empty,4.0,558
2020-03-08,0.16,Empty,4.0,558
2020-03-07,0.25,Quiet,3.0,565
2020-03-07,0.25,Quiet,5.0,565
2020-03-07,0.25,Quiet,5.0,565
2020-03-07,0.25,Quiet,5.0,565
2020-03-07,0.25,Quiet,5.0,565
2020-03-07,0.25,Quiet,5.0,565
2020-03-07,0.25,Quiet,4.0,565
2020-03-06,0.12,Empty,2.0,572
2020-03-06,0.12,Empty,4.0,572
2020-03-06,0.12,Empty,4.0,572
2020-03-06,0.12,Empty,5.0,572
2020-03-06,0.12,Empty,5.0,572
2020-03-05,0.05,Empty,4.0,577
2020-03-05,0.05,Empty,5.0,577
2020-03-05,0.05,Empty,5.0,577
2020-03-05,0.05,Empty,5.0,577
2020-03-05,0.05,Empty,3.0,577
2020-03-05,0.05,Empty,5.0,577
2020-03-05,0.05,Empty,5.0,577
2020-03-05,0.05,Empty,5.0,577
2020-03-05,0.05,Empty,2.0,577
2020-03-05,0.05,Empty,5.0,577
2020-03-05,0.05,Empty,4.0,577
2020-03-05,0.05,Empty,3.0,577
2020-03-04,0.02,Empty,5.0,589
2020-03-04,0.02,Empty,5.0,589
2020-03-03,0.1,Empty,3.0,591
2020-03-03,0.1,Empty,4.0,591
2020-03-02,0.16,Empty,2.0,593
2020-03-02,0.16,Empty,5.0,593
2020-03-02,0.16,Empty,1.0,593
2020-03-01,0.25,Quiet,5.0,596
2020-03-01,0.25,Quiet,5.0,596
2020-03-01,0.25,Quiet,5.0,596
2020-03-01,0.25,Quiet,4.0,596
2020-03-01,0.25,Quiet,3.0,596
2020-03-01,0.25,Quiet,5.0,596
2020-03-01,0.25,Quiet,5.0,596
2020-03-01,0.25,Quiet,5.0,596
2020-03-01,0.25,Quiet,2.0,596
