Date,crowd_level,crowd_status,User_satisfaction,Original_row_index
2018-07-15,0.42,Quiet,5.0,5278
2018-07-15,0.42,Quiet,5.0,5278
2018-07-15,0.42,Quiet,5.0,5278
2018-07-15,0.42,Quiet,5.0,5278
2018-07-14,0.62,Busy,3.0,5285
2018-07-14,0.62,Busy,4.0,5285
2018-07-14,0.62,Busy,5.0,5285
2018-07-14,0.62,Busy,5.0,5285
2018-07-14,0.62,Busy,5.0,5285
2018-07-14,0.62,Busy,2.0,5285
2018-07-14,0.62,Busy,5.0,5285
2018-07-14,0.62,Busy,4.0,5285
2018-07-14,0.62,Busy,5.0,5285
2018-07-14,0.62,Busy,5.0,5285
2018-07-14,0.62,Busy,5.0,5285
2018-07-14,0.62,Busy,5.0,5285
2018-07-13,0.42,Quiet,5.0,5297
2018-07-13,0.42,Quiet,4.0,5297
2018-07-13,0.42,Quiet,4.0,5297
2018-07-13,0.42,Quiet,2.0,5297
2018-07-13,0.42,Quiet,3.0,5297
2018-07-13,0.42,Quiet,5.0,5297
2018-07-13,0.42,Quiet,2.0,5297
2018-07-13,0.42,Quiet,5.0,5297
2018-07-13,0.42,Quiet,4.0,5297
2018-07-13,0.42,Quiet,4.0,5297
2018-07-13,0.42,Quiet,5.0,5297
2018-07-12,0.35,Quiet,5.0,5308
2018-07-12,0.35,Quiet,5.0,5308
2018-07-12,0.35,Quiet,5.0,5308
2018-07-12,0.35,Quiet,5.0,5308
2018-07-12,0.35,Quiet,4.0,5308
2018-07-12,0.35,Quiet,3.0,5308
2018-07-12,0.35,Quiet,3.0,5308
2018-07-12,0.35,Quiet,5.0,5308
2018-07-11,0.33,Quiet,5.0,5316
2018-07-11,0.33,Quiet,2.0,5316
2018-07-11,0.33,Quiet,5.0,5316
2018-07-11,0.33,Quiet,5.0,5316
2018-07-11,0.33,Quiet,5.0,5316
2018-07-11,0.33,Quiet,1.0,5316
2018-07-11,0.33,Quiet,1.0,5316
2018-07-11,0.33,Quiet,4.0,5316
2018-07-10,0.39,Quiet,4.0,5324
2018-07-10,0.39,Quiet,4.0,5324
2018-07-10,0.39,Quiet,5.0,5324
2018-07-10,0.39,Quiet,5.0,5324
2018-07-10,0.39,Quiet,5.0,5324
2018-07-10,0.39,Quiet,3.0,5324
2018-07-10,0.39,Quiet,5.0,5324
2018-07-10,0.39,Quiet,3.0,5324
2018-07-10,0.39,Quiet,5.0,5324
2018-07-10,0.39,Quiet,4.0,5324
2018-07-10,0.39,Quiet,4.0,5324
2018-07-10,0.39,Quiet,5.0,5324
2018-07-10,0.39,Quiet,5.0,5324
2018-07-10,0.39,Quiet,5.0,5324
2018-07-10,0.39,Quiet,4.0,5324
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,4.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,4.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,4.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,2.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,1.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,4.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,1.0,5339
2018-07-09,0.44,Quiet,4.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,3.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,3.0,5339
2018-07-09,0.44,Quiet,4.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,4.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,3.0,5339
2018-07-09,0.44,Quiet,1.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-09,0.44,Quiet,5.0,5339
2018-07-08,0.43,Quiet,5.0,5382
2018-07-08,0.43,Quiet,5.0,5382
2018-07-08,0.43,Quiet,5.0,5382
2018-07-08,0.43,Quiet,4.0,5382
2018-07-08,0.43,Quiet,5.0,5382
2018-07-08,0.43,Quiet,3.0,5382
2018-07-08,0.43,Quiet,4.0,5382
2018-07-08,0.43,Quiet,5.0,5382
2018-07-07,0.63,Busy,5.0,5390
2018-07-07,0.63,Busy,4.0,5390
2018-07-07,0.63,Busy,4.0,5390
2018-07-07,0.63,Busy,4.0,5390
2018-07-07,0.63,Busy,4.0,5390
2018-07-07,0.63,Busy,5.0,5390
2018-07-07,0.63,Busy,5.0,5390
2018-07-07,0.63,Busy,3.0,5390
